IdSensore,NomeTipoSensore,UnitaMisura,Idstazione,NomeStazione,Quota,Provincia,Comune,Storico,DataStart,DataStop,Utm_Nord,UTM_Est,lat,lng,location
20197,PM10 (SM2005),µg/m³,598,San Rocco al Porto v.Matteotti,50,LO,San Rocco al Porto,N,01/01/2002,,4992297,555154,45.081986696978625,9.70078817718398,"(45.081986696978625, 9.70078817718398)"
12637,Nikel,ng/m³,548,Milano v.Senato,118,MI,Milano,N,09/07/2008,,5035238,515435,45.470499014097,9.197460360112531,"(45.470499014097, 9.197460360112531)"
20442,Monossido di Azoto,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,16/03/2007,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)"
5559,Biossido di Azoto,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,26/06/1991,30/07/2018,5056010,484229,45.65745982503037,8.797570832831466,"(45.65745982503037, 8.797570832831466)"
5724,Ozono,µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,22/02/2001,01/01/2017,5051253,539618,45.61369175877737,9.50812248390592,"(45.61369175877737, 9.50812248390592)"
6909,PM10 (SM2005),µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,18/01/2002,30/07/2018,5043325,506302,45.543433254501636,9.080725831284644,"(45.543433254501636, 9.080725831284644)"
9798,Monossido di Carbonio,mg/m³,670,Mantova S.Agnese,22,MN,Mantova,N,28/12/2004,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)"
6871,Biossido di Azoto,µg/m³,663,Mantova v.Ariosto,18,MN,Mantova,N,01/01/2003,,5000669,641770,45.14526012578896,10.80332595007927,"(45.14526012578896, 10.80332595007927)"
9919,Ossidi di Azoto,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,05/06/2004,01/01/2017,5006244,641169,45.19554009017032,10.79726229869026,"(45.19554009017032, 10.79726229869026)"
6310,Ossidi di Azoto,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,16/01/1991,01/01/2018,5043030,538012,45.539768856661,9.486885367436152,"(45.539768856661, 9.486885367436152)"
6654,Particolato Totale Sospeso,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,S,28/10/1993,06/12/1999,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)"
6224,Ossidi di Azoto,µg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,26/07/1993,30/07/2018,5075429,585212,45.82715793876258,10.09706172418631,"(45.82715793876258, 10.09706172418631)"
20494,Monossido di Azoto,µg/m³,1801,Brescia v.Tartaglia,151,BS,Brescia,N,,,5043948,594556,45.542647891822845,10.211205215118259,"(45.542647891822845, 10.211205215118259)"
6818,Ozono,µg/m³,656,Gambara v.Parma,47,BS,Gambara,N,15/02/1990,,5011493,601945,45.24954362474624,10.299119496064078,"(45.24954362474624, 10.299119496064078)"
5950,Biossido di Azoto,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57,CR,Corte de' Cortesi con Cignone,N,17/05/1996,,5014380,578919,45.27848755478839,10.006202391204335,"(45.27848755478839, 10.006202391204335)"
6284,Ossidi di Azoto,µg/m³,511,Abbiategrasso v. Serafino Dell'Uomo,118,MI,Abbiategrasso,S,23/01/1998,30/07/2018,5026880,493223,45.395404490146184,8.913416566778292,"(45.395404490146184, 8.913416566778292)"
20042,Ammoniaca,µg/m³,703,Schivenoglia v. Malpasso,NULL,MN,Schivenoglia,N,24/10/2013,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)"
5546,Biossido di Azoto,µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,23/12/1994,30/07/2018,5051330,528723,45.614920870442226,9.368396161785157,"(45.614920870442226, 9.368396161785157)"
10088,Biossido di Azoto,µg/m³,696,Monzambano campo sportivo,88,MN,Monzambano,S,01/12/2006,,5027572,632338,45.38915354023782,10.690576265072083,"(45.38915354023782, 10.690576265072083)"
6880,Biossido di Azoto,µg/m³,665,Viadana v. Cavalli,37,MN,Viadana,N,25/10/2003,,4975705,619759,44.92469404955067,10.517502067117825,"(44.92469404955067, 10.517502067117825)"
9807,Ossidi di Azoto,µg/m³,671,Mantova Tridolino,22,MN,Mantova,S,23/04/2006,01/01/2017,5001664,646147,45.153319585785574,10.859263911962309,"(45.153319585785574, 10.859263911962309)"
10329,Ossidi di Azoto,µg/m³,708,Parona v. della Miseria,112,PV,Parona,N,01/10/2007,,5014300,480733,45.281935610357905,8.754334594539825,"(45.281935610357905, 8.754334594539825)"
9888,Monossido di Carbonio,mg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,N,11/03/2005,,5059922,550116,45.69103740547214,9.643650579461385,"(45.69103740547214, 9.643650579461385)"
6791,Ozono,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,15/10/1997,01/01/2018,5040836,595170,45.51455919056731,10.218463502801265,"(45.51455919056731, 10.218463502801265)"
5703,Biossido di Zolfo,µg/m³,572,Morbegno v.Cortivacci,262,SO,Morbegno,S,29/09/1998,06/08/2008,5108901,543736,46.132282960003735,9.566179893984474,"(46.132282960003735, 9.566179893984474)"
9996,Ossidi di Azoto,µg/m³,682,Ferrera Erbognone ENI,88,PV,Ferrera Erbognone,N,21/01/2006,,4995567,490094,45.11350314482957,8.874064848882607,"(45.11350314482957, 8.874064848882607)"
6942,PM10 (SM2005),µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,05/06/1996,04/04/2006,4998730,581171,45.13737896273478,10.032359066275932,"(45.13737896273478, 10.032359066275932)"
12615,Cadmio,ng/m³,670,Mantova S.Agnese,22,MN,Mantova,N,19/02/2008,,5002356,641122,45.16056833010576,10.79556411370788,"(45.16056833010576, 10.79556411370788)"
10352,PM10 (SM2005),µg/m³,517,Turbigo vicolo dello sport,141,MI,Turbigo,N,01/01/2008,,5041480,479423,45.52655086994247,8.736496578379215,"(45.52655086994247, 8.736496578379215)"
5949,Ozono,µg/m³,625,Casalmaggiore v.Volta,23,CR,Casalmaggiore,S,19/05/1996,21/02/2007,4981793,612537,44.980660403835316,10.427376916159512,"(44.980660403835316, 10.427376916159512)"
6761,Biossido di Azoto,µg/m³,649,Brescia v.Broletto,149,BS,Brescia,N,01/01/1983,,5043674,595467,45.540057846971386,10.222818449274216,"(45.540057846971386, 10.222818449274216)"
5709,Ozono,µg/m³,512,Carate Brianza v.De Gasperi,250,MB,Carate Brianza,S,15/02/1995,01/01/2018,5057635,518272,45.672024734078455,9.234591661788048,"(45.672024734078455, 9.234591661788048)"
9874,Particelle sospese PM2.5,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,22/11/2005,11/06/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)"
5744,Ozono,µg/m³,555,Busto Arsizio v.Magenta,222,VA,Busto Arsizio,S,25/05/1991,01/01/2018,5050810,488313,45.610736040012604,8.850115752092071,"(45.610736040012604, 8.850115752092071)"
5750,Ozono,µg/m³,552,Varese v.Vidoletti,425,VA,Varese,N,23/12/1991,,5075945,484773,45.83690077655548,8.80392612667495,"(45.83690077655548, 8.80392612667495)"
6764,Monossido di Carbonio,mg/m³,649,Brescia v.Broletto,149,BS,Brescia,N,01/01/1983,,5043674,595467,45.540057846971386,10.222818449274216,"(45.540057846971386, 10.222818449274216)"
12626,Cadmio,ng/m³,705,Milano Pascal Città Studi,122,MI,Milano,N,01/04/2008,,5036190,518405,45.47899606168744,9.235491038497502,"(45.47899606168744, 9.235491038497502)"
6901,Ozono,µg/m³,668,Mantova Lunetta2,25,MN,Mantova,S,01/01/2003,01/01/2018,5002119,643358,45.157985278189244,10.823931433968092,"(45.157985278189244, 10.823931433968092)"
6853,Biossido di Zolfo,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,16/02/1990,16/09/2003,5044985,584681,45.55325139975436,10.084916143968398,"(45.55325139975436, 10.084916143968398)"
10123,Ozono,µg/m³,699,Magnacavallo campo sportivo,11,MN,Magnacavallo,S,29/11/2006,,4985830,671675,45.00514152134826,11.178388087213916,"(45.00514152134826, 11.178388087213916)"
5798,Monossido di Carbonio,mg/m³,561,Como v.Cattaneo,202,CO,Como,N,17/02/1991,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)"
10505,Ossidi di Azoto,µg/m³,1269,Dalmine v.Verdi,207,BG,Dalmine,N,12/02/2010,,5055304,546847,45.64970251236247,9.601223338785262,"(45.64970251236247, 9.601223338785262)"
5572,Biossido di Azoto,µg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,01/11/1993,,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)"
5821,Monossido di Carbonio,mg/m³,540,Garbagnate Milanese v. Villoresi,175,MI,Garbagnate Milanese,S,30/11/1992,14/07/2011,5046467,506105,45.5717162655023,9.07824159056828,"(45.5717162655023, 9.07824159056828)"
5510,Biossido di Azoto,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,13/02/1990,20/06/2010,5050610,523948,45.608621349658364,9.307118451572562,"(45.608621349658364, 9.307118451572562)"
5960,Ozono,µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,28/04/1996,,5023885,555127,45.366309078194334,9.703945513613167,"(45.366309078194334, 9.703945513613167)"
5964,Biossido di Zolfo,µg/m³,632,Pizzighettone v.Formigara,45,CR,Pizzighettone,S,17/05/1996,04/01/2012,5003440,562333,45.18168712150796,9.793385935673802,"(45.18168712150796, 9.793385935673802)"
6290,Ossidi di Azoto,µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,22/10/1991,30/07/2018,5043325,506302,45.543433254501636,9.080725831284644,"(45.543433254501636, 9.080725831284644)"
10173,PM10 (SM2005),µg/m³,703,Schivenoglia v. Malpasso,NULL,MN,Schivenoglia,N,01/01/2007,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)"
5548,Biossido di Azoto,µg/m³,545,Motta Visconti v. De Gasperi,100,MI,Motta Visconti,N,17/03/1998,,5014273,499103,45.281956197427846,8.988562726793255,"(45.281956197427846, 8.988562726793255)"
6623,Particolato Totale Sospeso,µg/m³,574,Lecco v. Amendola,214,LC,Lecco,S,17/02/1991,01/11/1999,5077479,530713,45.850191194578535,9.395577066893223,"(45.850191194578535, 9.395577066893223)"
5713,Ozono,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,12/01/1981,20/07/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)"
5745,Ozono,µg/m³,556,Gallarate  P.zza S.Lorenzo,240,VA,Gallarate,S,30/08/1991,01/01/2018,5056010,484229,45.65745982503037,8.797570832831466,"(45.65745982503037, 8.797570832831466)"
9978,Particelle sospese PM2.5,µg/m³,609,Casirate d'Adda v. Cimitero,108,BG,Casirate d'Adda,N,11/11/2005,,5038450,543458,45.49822713394494,9.556232262351761,"(45.49822713394494, 9.556232262351761)"
6935,PM10 (SM2005),µg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,03/02/2000,,5040815,546236,45.51933498138716,9.592009994888425,"(45.51933498138716, 9.592009994888425)"
6947,PM10 (SM2005),µg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,06/06/2002,,5003660,511522,45.18632908049483,9.146666041286784,"(45.18632908049483, 9.146666041286784)"
5735,Ozono,µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,17/02/1991,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)"
6852,Biossido di Azoto,µg/m³,660,Ospitaletto v. XXV aprile,155,BS,Ospitaletto,S,16/02/1990,30/07/2018,5044985,584681,45.55325139975436,10.084916143968398,"(45.55325139975436, 10.084916143968398)"
12022,Particelle sospese PM2.5,µg/m³,1297,Spinadesco v.Battisti,48,CR,Spinadesco,N,16/02/2011,,5000087,573153,45.150468869856816,9.930596472272326,"(45.150468869856816, 9.930596472272326)"
6779,Ossidi di Azoto,µg/m³,651,Brescia v.Triumplina,175,BS,Brescia,S,16/01/1999,18/10/2005,5047187,596090,45.57158552261201,10.23148691302886,"(45.57158552261201, 10.23148691302886)"
12589,Arsenico,ng/m³,669,Brescia Villaggio Sereno,70,BS,Brescia,N,01/04/2008,,5040636,593101,45.513038818653754,10.19194188877931,"(45.513038818653754, 10.19194188877931)"
6620,Particolato Totale Sospeso,µg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,01/06/1993,08/03/2000,5072149,533373,45.80209550514092,9.429467320277878,"(45.80209550514092, 9.429467320277878)"
5573,Biossido di Azoto,µg/m³,570,Tirano Viale Italia,439,SO,Tirano,S,01/11/1993,30/07/2018,5118891,589196,46.21774621439411,10.156470232146322,"(46.21774621439411, 10.156470232146322)"
5613,Biossido di Zolfo,µg/m³,536,Arese v. Matteotti,157,MI,Arese,S,29/05/1991,22/10/2003,5043325,506302,45.543433254501636,9.080725831284644,"(45.543433254501636, 9.080725831284644)"
6262,Ossidi di Azoto,µg/m³,603,Castiraga Vidardo v.Craxi,74,LO,Castiraga Vidardo,S,13/01/2000,,5012170,531404,45.26232519992153,9.400281323067924,"(45.26232519992153, 9.400281323067924)"
5513,Biossido di Azoto,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,01/01/1991,01/01/2018,5043030,538012,45.539768856661,9.486885367436152,"(45.539768856661, 9.486885367436152)"
6212,Ossidi di Azoto,µg/m³,596,Osio Sotto v.per Levate,182,BG,Osio Sotto,N,06/04/2000,,5052072,547691,45.62055567939559,9.611737821812373,"(45.62055567939559, 9.611737821812373)"
12584,PM10 (SM2005),µg/m³,627,Cremona P.zza Cadorna,39,CR,Cremona,N,01/01/2012,,4998110,579872,45.13194691285173,10.015741513336042,"(45.13194691285173, 10.015741513336042)"
12581,Ozono,µg/m³,1303,Cremona v.Gerre Borghi,36,CR,Cremona,S,01/01/2012,01/01/2018,4995675,584111,45.10953938027215,10.069230734956498,"(45.10953938027215, 10.069230734956498)"
5589,Biossido di Azoto,µg/m³,586,Costa Volpino v.Nazionale,192,BG,Costa Volpino,S,26/07/1993,30/07/2018,5075429,585212,45.82715793876258,10.09706172418631,"(45.82715793876258, 10.09706172418631)"
20488,Particelle sospese PM2.5,µg/m³,564,Erba v. Battisti,279,CO,Erba,N,,,5072803,517232,45.808573806922965,9.221779204488435,"(45.808573806922965, 9.221779204488435)"
6232,Ossidi di Azoto,µg/m³,561,Como v.Cattaneo,202,CO,Como,N,01/01/1991,,5073500,505203,45.81504286011291,9.06697137484454,"(45.81504286011291, 9.06697137484454)"
10339,PM10 (SM2005),µg/m³,629,Crema v.XI febbraio,79,CR,Crema,N,25/09/2007,,5023885,555127,45.366309078194334,9.703945513613167,"(45.366309078194334, 9.703945513613167)"
6646,Particolato Totale Sospeso,µg/m³,514,Rho via Buon Gesù,152,MI,Rho,S,11/10/1991,09/06/1999,5041100,503483,45.523425662003476,9.044599871111005,"(45.523425662003476, 9.044599871111005)"
5823,Monossido di Carbonio,mg/m³,539,Milano v.Liguria,115,MI,Milano,N,20/10/1991,,5032273,513134,45.443857653564926,9.167944501742676,"(45.443857653564926, 9.167944501742676)"
6937,PM10 (SM2005),µg/m³,597,Lallio v. Sforzatica,212,BG,Lallio,S,24/05/2000,01/01/2017,5056421,548190,45.65966391792855,9.618568761257565,"(45.65966391792855, 9.618568761257565)"
10450,Particelle sospese PM2.5,µg/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,N,23/12/2008,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)"
6268,Ossidi di Azoto,µg/m³,600,Lodi v.Vignati,80,LO,Lodi,N,30/12/1999,,5017060,538042,45.30601298752377,9.48526286320174,"(45.30601298752377, 9.48526286320174)"
5737,Ozono,µg/m³,578,Varenna v.Polvani,220,LC,Varenna,S,17/02/1991,07/02/2008,5095134,522088,46.00942283474235,9.285304059583972,"(46.00942283474235, 9.285304059583972)"
5561,Biossido di Azoto,µg/m³,558,Busto Arsizio  Accam,206,VA,Busto Arsizio,N,06/12/1998,,5047718,487687,45.582894292717725,8.842165456706075,"(45.582894292717725, 8.842165456706075)"
6907,PM10 (SM2005),µg/m³,513,Trezzo sull'Adda v.Nenni,199,MI,Trezzo sull'Adda,S,03/04/2001,01/01/2017,5051253,539618,45.61369175877737,9.50812248390592,"(45.61369175877737, 9.50812248390592)"
5790,Monossido di Carbonio,mg/m³,592,Treviglio p.zza Insurrezione,191,BG,Treviglio,N,01/12/1994,,5040815,546236,45.51933498138716,9.592009994888425,"(45.51933498138716, 9.592009994888425)"
5841,Monossido di Carbonio,mg/m³,503,Milano P.zza Zavattari,122,MI,Milano,S,05/04/1989,30/07/2018,5035847,511082,45.47606340509791,9.141786267186658,"(45.47606340509791, 9.141786267186658)"
6929,PM10 (SM2005),µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,01/01/2000,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)"
5504,Biossido di Azoto,µg/m³,501,Milano v.Marche,129,MI,Milano,N,18/09/1980,,5038105,514918,45.49631644365102,9.190933555313624,"(45.49631644365102, 9.190933555313624)"
5680,Biossido di Zolfo,µg/m³,566,Olgiate Comasco v.Roma,404,CO,Olgiate Comasco,S,01/02/1995,05/02/2009,5070038,497388,45.78389725453634,8.966397886811311,"(45.78389725453634, 8.966397886811311)"
10097,Biossido di Azoto,µg/m³,697,Borgofranco sul Po loc. Bonizzo,14,MN,Borgofranco sul Po,N,29/11/2006,,4990430,671752,45.04650153816735,11.18093581912755,"(45.04650153816735, 11.18093581912755)"
5621,Biossido di Zolfo,µg/m³,532,Cuggiono v. Languria,156,MI,Cuggiono,S,18/12/1989,11/12/2009,5038680,484723,45.5014842949991,8.804453762398397,"(45.5014842949991, 8.804453762398397)"
12607,Nikel,ng/m³,546,Magenta v. F. Turati,137,MI,Magenta,N,15/04/2008,,5034328,490635,45.462415791106615,8.880210433125571,"(45.462415791106615, 8.880210433125571)"
5618,Biossido di Zolfo,µg/m³,529,Cinisello Balsamo v.Lincoln,149,MI,Cinisello Balsamo,S,10/08/1988,04/05/1999,5044335,517778,45.55232578741208,9.227764233272634,"(45.55232578741208, 9.227764233272634)"
6925,PM10 (SM2005),µg/m³,571,Bormio v.Monte Braulio,1225,SO,Bormio,N,18/04/2003,,5147136,605598,46.46952397132585,10.375432759159036,"(46.46952397132585, 10.375432759159036)"
5624,Biossido di Zolfo,µg/m³,510,Inzago v.le Gramsci,138,MI,Inzago,S,14/12/1989,19/02/2010,5043030,538012,45.539768856661,9.486885367436152,"(45.539768856661, 9.486885367436152)"
6312,Ossidi di Azoto,µg/m³,502,Milano v.Juvara,122,MI,Milano,S,06/05/1977,11/06/2007,5035546,517377,45.473225708577175,9.222315138737468,"(45.473225708577175, 9.222315138737468)"
5669,Biossido di Zolfo,µg/m³,583,Bergamo v.Meucci,249,BG,Bergamo,S,01/06/1989,03/06/2003,5059922,550116,45.69103740547214,9.643650579461385,"(45.69103740547214, 9.643650579461385)"
12685,Arsenico,ng/m³,633,Soresina v. Landriani,70,CR,Soresina,N,01/04/2008,,5014860,567712,45.28397715446764,9.863398419993635,"(45.28397715446764, 9.863398419993635)"
6426,Ossidi di Azoto,µg/m³,631,Piadena v. Cavour,30,CR,Piadena,S,16/02/2002,30/07/2018,4998295,608506,45.12979322367744,10.379831668522419,"(45.12979322367744, 10.379831668522419)"
5655,Biossido di Zolfo,µg/m³,557,Lonate Pozzolo v.Veneto,204,VA,Lonate Pozzolo,S,05/12/1996,17/08/2005,5048975,479783,45.59402351710858,8.7407965765392,"(45.59402351710858, 8.7407965765392)"
12604,Piombo,ng/m³,655,Darfo Boario Terme v. De Amicis,221,BS,Darfo Boario Terme,N,18/04/2008,,5080789,591371,45.87460210989037,10.17735680898138,"(45.87460210989037, 10.17735680898138)"
20443,Biossido di Azoto,µg/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,16/03/2007,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)"
12664,Piombo,ng/m³,681,Moggio Loc. Penscei,1194,LC,Moggio,N,14/06/2008,,5084478,538586,45.91278752030292,9.497538167653424,"(45.91278752030292, 9.497538167653424)"
5579,Biossido di Azoto,µg/m³,576,Merate v. Madonna di Loreto,279,LC,Merate,N,18/02/1991,,5060569,531623,45.69795198970243,9.406190938686596,"(45.69795198970243, 9.406190938686596)"
10333,Ossidi di Azoto,µg/m³,709,Vigevano v.Valletta,109,PV,Vigevano,N,08/08/2007,,5016690,487833,45.303607869655714,8.844804609965438,"(45.303607869655714, 8.844804609965438)"
6415,Ossidi di Azoto,µg/m³,628,Cremona p.zza Libertà,61,CR,Cremona,S,01/01/2002,04/04/2006,4998730,581171,45.13737896273478,10.032359066275932,"(45.13737896273478, 10.032359066275932)"
9916,Ossidi di Azoto,µg/m³,668,Mantova Lunetta2,25,MN,Mantova,S,04/08/2004,30/07/2018,5002119,643358,45.157985278189244,10.823931433968092,"(45.157985278189244, 10.823931433968092)"
5845,Monossido di Carbonio,mg/m³,569,Sondrio v.Mazzini,307,SO,Sondrio,N,01/11/1993,,5113078,567173,46.16796681227828,9.87014407497457,"(46.16796681227828, 9.87014407497457)"
9998,Benzene,µg/m³,683,Cassano d'Adda 2-v.Milano,133,MI,Cassano d'Adda,N,17/02/2006,,5041567,540293,45.52647254585104,9.515980483627096,"(45.52647254585104, 9.515980483627096)"
6744,Biossido di Azoto,µg/m³,647,Breno v.Don Putelli,342,BS,Breno,S,09/06/1992,30/07/2018,5090074,600822,45.956830532998445,10.301058339435231,"(45.956830532998445, 10.301058339435231)"
6202,Ossidi di Azoto,µg/m³,591,Seriate v. Garibaldi,256,BG,Seriate,S,31/10/1991,30/07/2018,5059449,555672,45.68635606439914,9.714947917631529,"(45.68635606439914, 9.714947917631529)"
5657,Biossido di Zolfo,µg/m³,554,Saronno v.Santuario,212,VA,Saronno,S,09/05/1991,24/03/2001,5052520,503123,45.626218960836006,9.04006309067821,"(45.626218960836006, 9.04006309067821)"
6885,Biossido di Azoto,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,26/09/2003,30/07/2018,5006244,641169,45.19554009017032,10.79726229869026,"(45.19554009017032, 10.79726229869026)"
5593,Biossido di Azoto,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,04/07/1990,26/05/2013,5060449,545762,45.696081938463465,9.587784018279269,"(45.696081938463465, 9.587784018279269)"
10587,Ammoniaca,µg/m³,1266,Bertonico v.Moro,65,LO,Bertonico,N,04/03/2009,,5009105,552297,45.23349364130374,9.666250375296032,"(45.23349364130374, 9.666250375296032)"
6911,PM10 (SM2005),µg/m³,543,Vimercate v. dell'Ospedale,194,MB,Vimercate,S,06/02/1998,30/07/2018,5051330,528723,45.614920870442226,9.368396161785157,"(45.614920870442226, 9.368396161785157)"
20154,Ozono,µg/m³,690,Mezzana Bigli loc. Casoni,73,PV,Mezzana Bigli,N,20/11/2013,,4990697,489679,45.069658641385914,8.86888929943922,"(45.069658641385914, 8.86888929943922)"
5590,Biossido di Azoto,µg/m³,587,Casnigo via Europa,514,BG,Casnigo,S,08/11/1989,05/05/2005,5073819,567412,45.81463898053286,9.867700614310943,"(45.81463898053286, 9.867700614310943)"
5540,Biossido di Azoto,µg/m³,537,Lainate v.Mengato,176,MI,Lainate,S,25/09/1991,12/09/2013,5046000,502013,45.56753666798259,9.025796665025974,"(45.56753666798259, 9.025796665025974)"
6701,Biossido di Azoto,µg/m³,643,Pavia p.zza Minerva,77,PV,Pavia,N,03/03/2002,,5003660,511522,45.18632908049483,9.146666041286784,"(45.18632908049483, 9.146666041286784)"
6645,Particolato Totale Sospeso,µg/m³,515,Pero SS Sempione,141,MI,Pero,S,08/05/1991,13/10/2005,5039595,507028,45.509852266792514,9.089972020337333,"(45.509852266792514, 9.089972020337333)"
6368,Ossidi di Azoto,µg/m³,507,Villasanta v. A. Volta,176,MB,Villasanta,S,13/02/1990,20/06/2010,5050610,523948,45.608621349658364,9.307118451572562,"(45.608621349658364, 9.307118451572562)"
6787,Biossido di Zolfo,µg/m³,653,Brescia v.Ziziola,125,BS,Brescia,S,15/10/1997,04/01/2012,5040836,595170,45.51455919056731,10.218463502801265,"(45.51455919056731, 10.218463502801265)"
5550,Biossido di Azoto,µg/m³,547,Milano Parco Lambro,123,MI,Milano,S,21/04/1995,30/07/2018,5038480,519323,45.499583690483405,9.247326889507654,"(45.499583690483405, 9.247326889507654)"
12667,Nikel,ng/m³,703,Schivenoglia v. Malpasso,NULL,MN,Schivenoglia,N,23/02/2008,,4986922,663580,45.016877820755425,11.07609463264049,"(45.016877820755425, 11.07609463264049)"
9805,Biossido di Azoto,µg/m³,671,Mantova Tridolino,22,MN,Mantova,S,31/12/2004,01/01/2017,5001664,646147,45.153319585785574,10.859263911962309,"(45.153319585785574, 10.859263911962309)"
9852,Biossido di Azoto,µg/m³,672,Cornale v.Libertà,74,PV,Cornale,N,29/07/2005,,4987406,493238,45.04007657202963,8.914144599002409,"(45.04007657202963, 8.914144599002409)"
6037,Benzene,µg/m³,544,Cormano v. Edison,153,MI,Cormano,S,19/02/2001,04/10/2001,5044180,512693,45.551041944372415,9.162613653151322,"(45.551041944372415, 9.162613653151322)"
20157,Particelle sospese PM2.5,µg/m³,642,Pavia v. Folperti,77,PV,Pavia,N,20/11/2013,,5004590,512932,45.19467609907785,9.164638300630086,"(45.19467609907785, 9.164638300630086)"
6605,Particolato Totale Sospeso,µg/m³,590,Ponte San Pietro v. Moiolo,225,BG,Ponte San Pietro,S,18/09/1990,28/01/2000,5060449,545762,45.696081938463465,9.587784018279269,"(45.696081938463465, 9.587784018279269)"
10547,Particelle sospese PM2.5,µg/m³,1269,Dalmine v.Verdi,207,BG,Dalmine,N,26/02/2010,,5055304,546847,45.64970251236247,9.601223338785262,"(45.64970251236247, 9.601223338785262)"
10153,Ossidi di Azoto,µg/m³,702,Pieve di Coriano v. Bugatte,16,MN,Pieve di Coriano,S,29/11/2006,,4988901,666747,45.03394281418463,11.116918109540054,"(45.03394281418463, 11.116918109540054)"
10290,PM10 (SM2005),µg/m³,706,Lecco v.Sora,272,LC,Lecco,N,31/12/2000,,5078987,531045,45.86374884127965,9.399950344681852,"(45.86374884127965, 9.399950344681852)"
10331,Biossido di Azoto,µg/m³,709,Vigevano v.Valletta,109,PV,Vigevano,N,08/08/2007,,5016690,487833,45.303607869655714,8.844804609965438,"(45.303607869655714, 8.844804609965438)"
10458,Biossido di Azoto,µg/m³,1266,Bertonico v.Moro,65,LO,Bertonico,N,03/08/2009,,5009105,552297,45.23349364130374,9.666250375296032,"(45.23349364130374, 9.666250375296032)"
6886,Biossido di Zolfo,µg/m³,666,Porto Mantovano v. Gianni Rodari,29,MN,Porto Mantovano,S,26/09/2003,04/01/2012,5006244,641169,45.19554009017032,10.79726229869026,"(45.19554009017032, 10.79726229869026)"
5538,Biossido di Azoto,µg/m³,535,Lacchiarella v.Molise,97,MI,Lacchiarella,S,19/03/1999,30/07/2018,5019010,510542,45.32451741284727,9.134517264199278,"(45.32451741284727, 9.134517264199278)"
5580,Biossido di Azoto,µg/m³,577,Calolziocorte c.so Dante,215,LC,Calolziocorte,S,28/11/1994,30/07/2018,5072149,533373,45.80209550514092,9.429467320277878,"(45.80209550514092, 9.429467320277878)"
